05/11/2020                                                                         Dynamic List Display                                                                                1

Part Number / ESN Code By Supplier

	Vendor Number	Vendor Name	Material No	Material Description	Mat Group	PO Date Range	Plant	PO Net Order Value	PO Net Quantity
	10002419	Siemens Industry, Inc.	500-634925	RED BATTERY BOX    CAB-BATT-R	IEF	05/07/2020-05/07/2020	B100	           312.92	         2.000
	10002419	Siemens Industry, Inc.	500-636003	AH-R	MTO	05/07/2020-05/07/2020	B100	         2,419.80	       148.000
	10002419	Siemens Industry, Inc.	500-636006	AS-MC-CR	MTH	05/06/2020-05/06/2020	B100	           292.00	         8.000
	10002419	Siemens Industry, Inc.	500-636010	AS-MC-R	MTH	05/08/2020-05/08/2020	B100	           109.50	         3.000
	10002419	Siemens Industry, Inc.	500-636015	AS-75-CR-WP	MTH	05/04/2020-05/08/2020	B100	           257.53	         7.000
	10002419	Siemens Industry, Inc.	500-636016	AS-75-R-WP	MTH	05/01/2020-05/08/2020	B100	         2,097.03	        57.000
	10002419	Siemens Industry, Inc.	500-636017	CH-MC-R	MTH	05/01/2020-05/08/2020	B100	           419.10	         6.000
	10002419	Siemens Industry, Inc.	500-636018	CH-MC-W	MTH	05/04/2020-05/07/2020	B100	           768.35	        11.000
	10002419	Siemens Industry, Inc.	500-636021	CHIME MULTI CANDELA RED CEILING	MTH	05/06/2020-05/06/2020	B100	         1,257.30	        18.000
	10002419	Siemens Industry, Inc.	500-636025	SE-MC-R	MTH	05/04/2020-05/07/2020	B100	         1,900.08	        42.000
	10002419	Siemens Industry, Inc.	500-636026	E SPEAKER MULTI CANDELA WHITE	MTH	05/01/2020-05/07/2020	B100	         8,821.80	       195.000
	10002419	Siemens Industry, Inc.	500-636029	SE-R	MTO	05/05/2020-05/06/2020	B100	           255.52	        16.000
	10002419	Siemens Industry, Inc.	500-636031	SE-MC-CR	MTH	05/01/2020-05/01/2020	B100	           316.68	         7.000
	10002419	Siemens Industry, Inc.	500-636032	E SPEAKER MULTI CANDELA WHITE CEILING	MTH	05/04/2020-05/07/2020	B100	         7,374.12	       163.000
	10002419	Siemens Industry, Inc.	500-636035	E SPEAKER RED CEILING	MTO	05/01/2020-05/01/2020	B100	            47.04	         3.000
	10002419	Siemens Industry, Inc.	500-636036	SEC-W	MTO	05/05/2020-05/08/2020	B100	           244.86	        14.000
	10002419	Siemens Industry, Inc.	500-636037	SEF-MC-R	MTH	05/04/2020-05/08/2020	B100	         3,845.40	        85.000
	10002419	Siemens Industry, Inc.	500-636038	SEF-MC-W	MTH	05/05/2020-05/05/2020	B100	        18,774.60	       415.000
	10002419	Siemens Industry, Inc.	500-636043	E SPEAKER FLUSH  MULTI CANDELA CEILING W	MTH	05/04/2020-05/11/2020	B100	        17,734.08	       392.000
	10002419	Siemens Industry, Inc.	500-636046	E SPEAKER FLUSH CEILING WHITE	MTO	05/01/2020-05/06/2020	B100	         1,521.63	        87.000
	10002419	Siemens Industry, Inc.	500-636051	ET MULTI-CANDELA RED	MTH	05/05/2020-05/08/2020	B100	           733.46	        14.000
	10002419	Siemens Industry, Inc.	500-636052	SET-MC-W	MTH	05/04/2020-05/04/2020	B100	           314.34	         6.000
	10002419	Siemens Industry, Inc.	500-636057	SET-S17-CW-WP	MTH	05/06/2020-05/06/2020	B100	           230.40	         4.000
	10002419	Siemens Industry, Inc.	500-636058	SET-S17-R-WP	MTH	05/01/2020-05/08/2020	B100	         3,283.20	        57.000
	10002419	Siemens Industry, Inc.	500-636059	SET-S17-W-WP	MTH	05/04/2020-05/06/2020	B100	         1,255.68	        22.000
	10002419	Siemens Industry, Inc.	500-636062	SET-MC-CR	MTH	05/08/2020-05/08/2020	B100	         9,011.08	       172.000
	10002419	Siemens Industry, Inc.	500-636063	SET-MC-CW	MTH	05/05/2020-05/07/2020	B100	           209.56	         4.000
	10002419	Siemens Industry, Inc.	500-636065	SET-HMC-CW	MTH	05/06/2020-05/06/2020	B100	            56.48	         1.000
	10002419	Siemens Industry, Inc.	500-636067	SET-CW	MTO	05/01/2020-05/07/2020	B100	           944.64	        41.000
	10002419	Siemens Industry, Inc.	500-636070	HS-MC-R	MTH	05/01/2020-05/01/2020	B100	           920.04	        22.000
	10002419	Siemens Industry, Inc.	500-636071	HS-MC-W	MTH	05/04/2020-05/04/2020	B100	            41.82	         1.000
	10002419	Siemens Industry, Inc.	500-636072	HS-HMC-R	MTH	05/07/2020-05/07/2020	B100	           137.10	         3.000
	10002419	Siemens Industry, Inc.	500-636075	MH-W	MTO	05/05/2020-05/07/2020	B100	         6,503.49	       777.000
	10002419	Siemens Industry, Inc.	500-636076	MTH-R	MTH	05/07/2020-05/07/2020	B100	            89.20	         5.000
	10002419	Siemens Industry, Inc.	500-636078	MTH-MC-R	MTH	05/06/2020-05/11/2020	B100	         4,213.65	       105.000
	10002419	Siemens Industry, Inc.	500-636082	MTH-75-R-WP	MTH	05/04/2020-05/06/2020	B100	        11,225.60	       256.000
	10002419	Siemens Industry, Inc.	500-636088	NS-MC-CW	MTH	05/01/2020-05/05/2020	B100	         1,768.00	        50.000
	10002419	Siemens Industry, Inc.	500-636090	NS-HMC-CW	MTH	05/01/2020-05/05/2020	B100	           708.84	        18.000
	10002419	Siemens Industry, Inc.	500-636098	ST-MC-CW	MTH	05/01/2020-05/10/2020	B100	         1,808.33	        67.000
	10002419	Siemens Industry, Inc.	500-636104	ST-75-CR-WP	MTH	05/05/2020-05/08/2020	B100	           447.30	        14.000
	10002419	Siemens Industry, Inc.	500-636106	ST-75-R-WP	MTH	05/04/2020-05/08/2020	B100	         1,086.30	        34.000
	10002419	Siemens Industry, Inc.	500-636116	SPEXT-R	MTO	05/07/2020-05/07/2020	B100	            18.15	         5.000
	10002419	Siemens Industry, Inc.	500-636117	SPEXT-W	MTO	05/06/2020-05/07/2020	B100	           199.65	        55.000
	10002419	Siemens Industry, Inc.	500-636118	WEATHERPROOF SURFACE MOUNT BACK BOX WHIT	MTO	05/01/2020-05/06/2020	B100	         1,083.05	       210.000
	10002419	Siemens Industry, Inc.	500-636119	SURFACE BACK BOX RED (SERIES B6,B10,CH,S	MTO	05/05/2020-05/05/2020	B100	             7.98	         1.000
	10002419	Siemens Industry, Inc.	500-636120	SBBS-W	MTO	05/11/2020-05/11/2020	B100	           335.16	        42.000
	10002419	Siemens Industry, Inc.	500-636126	SHBBS-R	MTO	05/08/2020-05/08/2020	B100	            17.43	         3.000
	10002419	Siemens Industry, Inc.	500-636128	SHMPS-R	MTO	05/06/2020-05/06/2020	B100	            16.38	         3.000
	10002419	Siemens Industry, Inc.	500-636129	WBBS-R	MTO	05/01/2020-05/07/2020	B100	            38.15	         5.000
	10002419	Siemens Industry, Inc.	500-636131	WBBS-W	MTO	05/05/2020-05/05/2020	B100	            76.30	        10.000
	10002419	Siemens Industry, Inc.	500-636137	WPBBS-R	MTO	05/01/2020-05/08/2020	B100	           977.59	       123.000
	10002419	Siemens Industry, Inc.	500-636138	WPS-KIT	MTO	05/05/2020-05/08/2020	B100	           166.98	        46.000
	10002419	Siemens Industry, Inc.	500-636139	WPSBBS-R	MTO	05/04/2020-05/08/2020	B100	           223.44	        28.000
	10002419	Siemens Industry, Inc.	500-636140	WPSBBS-W	MTO	05/01/2020-05/07/2020	B100	           183.12	        25.000
	10002419	Siemens Industry, Inc.	500-636159	ZH-R	MTO	05/01/2020-05/09/2020	B100	         5,110.82	       286.000
	10002419	Siemens Industry, Inc.	500-636161	ZH-MC-R	MTH	05/01/2020-05/11/2020	B100	        11,279.84	       319.000
	10002419	Siemens Industry, Inc.	500-636162	ZH-MC-W	MTH	05/01/2020-05/08/2020	B100	        10,501.92	       297.000
	10002419	Siemens Industry, Inc.	500-636163	ZH-HMC-R	MTH	05/06/2020-05/07/2020	B100	         5,788.86	       147.000
	10002419	Siemens Industry, Inc.	500-636164	ZH-HMC-W	MTH	05/05/2020-05/07/2020	B100	         3,386.68	        86.000
	10002419	Siemens Industry, Inc.	500-636165	ZH-MC-CR	MTH	05/01/2020-05/07/2020	B100	         1,768.00	        50.000
	10002419	Siemens Industry, Inc.	500-636166	ZH-MC-CW	MTH	05/01/2020-05/08/2020	B100	         9,366.80	       275.000
	10002419	Siemens Industry, Inc.	500-636167	ZH-HMC-CR	MTH	05/04/2020-05/04/2020	B100	         1,102.64	        28.000
	10002419	Siemens Industry, Inc.	500-636168	ZH-HMC-CW	MTH	05/01/2020-05/08/2020	B100	         4,725.60	       120.000
	10002419	Siemens Industry, Inc.	500-636169	ZR-MC-R	MTH	05/01/2020-05/11/2020	B100	         7,395.26	       274.000
	10002419	Siemens Industry, Inc.	500-636170	ZR-MC-W	MTH	05/01/2020-05/08/2020	B100	         8,960.68	       332.000
	10002419	Siemens Industry, Inc.	500-636171	ZR-HMC-R	MTH	05/07/2020-05/07/2020	B100	           624.20	        20.000
	10002419	Siemens Industry, Inc.	500-636172	Z STROBE HI MULTI-CANDELA WALL WHITE 2 W	MTH	05/01/2020-05/08/2020	B100	         1,654.13	        53.000
	10002419	Siemens Industry, Inc.	500-636173	ZR-MC-CR	MTH	05/01/2020-05/08/2020	B100	         3,940.54	       146.000
	10002419	Siemens Industry, Inc.	500-636174	ZR-MC-CW	MTH	05/01/2020-05/11/2020	B100	         9,122.62	       338.000
	10002419	Siemens Industry, Inc.	500-636176	Z STROBE HI MULTI-CANDELA CEILING WHITE	MTH	05/08/2020-05/08/2020	B100	           561.78	        18.000
	10002419	Siemens Industry, Inc.	500-636178	ST-HMC-CW-WP	MTH	05/01/2020-05/01/2020	B100	           468.52	        13.000
	10002419	Siemens Industry, Inc.	500-636179	ST-HMC-R-WP	MTH	05/07/2020-05/07/2020	B100	            36.04	         1.000
	10002419	Siemens Industry, Inc.	500-636180	ST-HMC-W-WP	MTH	05/04/2020-05/07/2020	B100	           210.98	         8.000
	10002419	Siemens Industry, Inc.	500-636182	AS-HMC-CW-WP	MTH	05/01/2020-05/08/2020	B100	         1,016.40	        24.000
	10002419	Siemens Industry, Inc.	500-636183	AS HORN HI MULTI CANDELA WALL RED	MTH	05/05/2020-05/08/2020	B100	         1,559.57	        37.000
	10002419	Siemens Industry, Inc.	500-636184	AS HORN HI MULTI CANDELA WALL WHITE WEAT	MTH	05/07/2020-05/08/2020	B100	           254.10	         6.000
	10002419	Siemens Industry, Inc.	500-636187	MTH-HMC-R-WP	MTH	05/04/2020-05/06/2020	B100	         5,003.10	       102.000
	10002419	Siemens Industry, Inc.	500-636191	SET SPEAKER HI CANDELA WALL RED WEATHERP	MTH	05/07/2020-05/07/2020	B100	           248.20	         4.000
	10002419	Siemens Industry, Inc.	500-636192	SET-185-W-WP	MTH	05/04/2020-05/06/2020	B100	           409.53	         7.000
	10002419	Siemens Industry, Inc.	500-636193	ZB-R	MTO	05/07/2020-05/09/2020	B100	         5,618.34	     1,029.000
	10002419	Siemens Industry, Inc.	500-648670	ZIC-8B	NME	05/01/2020-05/10/2020	B100	        19,362.61	        53.000
	10002419	Siemens Industry, Inc.	500-648671	ZIC-2C 2-CHAN AUDIO ADAPT BD	NME	05/05/2020-05/08/2020	B100	           508.45	         5.000
	10002419	Siemens Industry, Inc.	500-648733	REMOTE LCD DISPLAY W/ CONTROL- ACU/SIL/R	NME	05/01/2020-05/08/2020	B100	        10,744.06	        27.000
	10002419	Siemens Industry, Inc.	500-649494	S-15WR HORN LOUD W P RED	MTO	05/06/2020-05/06/2020	B100	           217.38	         3.000
	10002419	Siemens Industry, Inc.	500-649711	 SAMPLING TUBE (2.5 FOOT)	MTG	05/04/2020-05/11/2020	B100	         1,099.15	        89.000
	10002419	Siemens Industry, Inc.	500-649712	5 FT SAMPLING TUBE	MTG	05/01/2020-05/11/2020	B100	         4,239.78	       300.000
	10002419	Siemens Industry, Inc.	500-649713	SAMPLING TUBE 10.0 FOOT	MTG	05/01/2020-05/09/2020	B100	         2,489.34	       146.000
	10002419	Siemens Industry, Inc.	500-649714	WP-2000	MTG	05/01/2020-05/01/2020	B100	         2,928.75	        33.000
	10002419	Siemens Industry, Inc.	500-649848BG	4" Flexible Discharge Hose	KFA	05/04/2020-05/05/2020	B100	        40,333.80	        60.000
	10002419	Siemens Industry, Inc.	500-649851BG	SINORIX MAINTAINANCE SWITCH	KFK	05/01/2020-05/04/2020	B100	           303.80	         2.000
	10002419	Siemens Industry, Inc.	500-650019	D2325CPS FIBER OPTIC INTERFACE	MTB	05/06/2020-05/06/2020	B100	         3,728.86	         2.000
	10002419	Siemens Industry, Inc.	500-650027	DPU PRT CBL	MMM	05/05/2020-05/05/2020	B100	            22.45	         1.000
	10002419	Siemens Industry, Inc.	500-650028	DPU PROG. CABLE	MTA	05/05/2020-05/05/2020	B100	           117.92	         2.000
	10002419	Siemens Industry, Inc.	500-650062	RNI-CAB-BRKT	IEF	05/05/2020-05/06/2020	B100	            80.80	         2.000
	10002419	Siemens Industry, Inc.	500-650063	RNI-CBL	MMM	05/06/2020-05/06/2020	B100	            80.80	         2.000
	10002419	Siemens Industry, Inc.	500-650127	ALCC Audio Level Conversion Card	MTA	05/05/2020-05/06/2020	B100	           481.74	         2.000
	10002419	Siemens Industry, Inc.	500-650217	PAD-4 NAC EXPANDER MAIN BOARD	NME	05/04/2020-05/07/2020	B100	         1,178.76	         6.000
	10002419	Siemens Industry, Inc.	500-650224	ST-MC-R-AR red grille, AGENT	MTH	05/01/2020-05/04/2020	B100	           162.06	         6.000
	10002419	Siemens Industry, Inc.	500-650226	MTH-MC-R-AR	MTH	05/04/2020-05/04/2020	B100	           621.04	        14.000
	10002419	Siemens Industry, Inc.	500-650228	 Weatherproof Back Box, White	MTO	05/07/2020-05/08/2020	B100	            28.40	         4.000
	10002419	Siemens Industry, Inc.	500-650257	S3 ADAPTER PLATE	IEF	05/10/2020-05/10/2020	B100	            70.22	         2.000
	10002419	Siemens Industry, Inc.	500-650635	Vesda LaserFOCUS	MTN	05/01/2020-05/01/2020	B100	         5,594.52	         4.000
	10002419	Siemens Industry, Inc.	500-680587	FLUSH BOX FOR PHONE STATION FIELD MOUNTE	IEF	05/06/2020-05/08/2020	B100	         5,459.50	       122.000
	10002419	Siemens Industry, Inc.	500-680588	FC-300S DOOR REM PHONE	IEF	05/06/2020-05/08/2020	B100	         8,260.04	       149.000
	10002419	Siemens Industry, Inc.	500-686214	EAD-3 WEATHERPROOF HSG	IEF	05/05/2020-05/05/2020	B100	           521.90	         2.000
	10002419	Siemens Industry, Inc.	500-688448	MBDC-10 (WK)   MOTOR BELL	MTO	05/07/2020-05/07/2020	B100	            37.89	         1.000
	10002419	Siemens Industry, Inc.	500-688449	MBDC-6 (WK)  MOTOR BELL	MTO	05/01/2020-05/11/2020	B100	           237.80	        10.000
	10002419	Siemens Industry, Inc.	500-688458	PULL STATION	MTG	05/04/2020-05/04/2020	B100	            61.34	         2.000
	10002419	Siemens Industry, Inc.	500-688978	DT-190EP THERMAL	MTG	05/06/2020-05/06/2020	B100	           123.44	         1.000
	10002419	Siemens Industry, Inc.	500-688982	DT-325EP THERMAL	MTG	05/07/2020-05/07/2020	B100	         9,290.88	        72.000
	10002419	Siemens Industry, Inc.	500-690394	24VDC CONCEALED WIRING FM-998 24vdc	MTP	05/01/2020-05/10/2020	B100	         1,746.24	        24.000
	10002419	Siemens Industry, Inc.	500-690975	FJ-303 REM PHONE JACK	MTG	05/04/2020-05/08/2020	B100	         1,370.25	        63.000
	10002419	Siemens Industry, Inc.	500-692670	FJ-304 REM PHONE JACK	MTG	05/08/2020-05/08/2020	B100	           130.84	         4.000
	10002419	Siemens Industry, Inc.	500-693168	MT-SUR-BOX	MTO	05/04/2020-05/08/2020	B100	         9,036.40	       779.000
	10002419	Siemens Industry, Inc.	500-693213	5128  Digital communicator	MTA	05/05/2020-05/05/2020	B100	           364.08	         2.000
	10002419	Siemens Industry, Inc.	500-693298	BB-55 BATTERY BOX	IEF	05/04/2020-05/08/2020	B100	         1,081.50	         5.000
	10002419	Siemens Industry, Inc.	500-693376	MSI-30BC PKG	MTA	05/06/2020-05/06/2020	B100	           173.28	         1.000
	10002419	Siemens Industry, Inc.	500-694515	MS-FD DA ADAPTER FOR MS-F1	IEF	05/01/2020-05/04/2020	B100	           467.17	        31.000
	10002419	Siemens Industry, Inc.	500-696163	KEY SW MODULE (MAINTAIN)	IEF	05/06/2020-05/06/2020	B100	            81.18	         3.000
	10002419	Siemens Industry, Inc.	500-696353	TSM-1 TEST SWITCH MODULE	IEF	05/07/2020-05/07/2020	B100	            53.26	         1.000
	10002419	Siemens Industry, Inc.	500-696359	REL-EOL RELEASING END OF LINE	MTG	05/04/2020-05/08/2020	B100	           233.52	         7.000
	10002419	Siemens Industry, Inc.	500-697913BG	Solenoid 24VDC	MTA	05/06/2020-05/06/2020	B100	           124.57	         1.000
	10002419	Siemens Industry, Inc.	500-697925BG-2	LOCAL MANUAL CONTROL	MRF	05/01/2020-05/01/2020	B100	            87.96	         1.000
	10002419	Siemens Industry, Inc.	500-697926BG-2	PISTON ACTUATOR SLAVE	MTA	05/04/2020-05/05/2020	B100	         6,920.40	        60.000
	10002419	Siemens Industry, Inc.	500-697944BG	Metal 1/4" Flex Hose 36"	FKA	05/05/2020-05/05/2020	B100	           573.48	        18.000
	10002419	Siemens Industry, Inc.	500-697945BG	Elbow-Slave	IDL	05/04/2020-05/05/2020	B100	           442.44	        36.000
	10002419	Siemens Industry, Inc.	500-697946BG	Tee-Slave	IDL	05/04/2020-05/05/2020	B100	           487.08	        36.000
	10002419	Siemens Industry, Inc.	500-697964BG	CPY-MRS, MAIN RESERVER SWITCH	KFK	05/08/2020-05/08/2020	B100	            55.01	         1.000
	10002419	Siemens Industry, Inc.	500-697990BG	SUPERVISED SOLENOID 24VDC	MRF	05/01/2020-05/11/2020	B100	         1,201.84	         4.000
	10002419	Siemens Industry, Inc.	500-698215	MSM-K METAL MFS-KEY	MTC	05/01/2020-05/08/2020	B100	           549.45	        33.000
	10002419	Siemens Industry, Inc.	500-698216	MSM-KD METAL MFS-KEY-DBL ACT.	MTC	05/06/2020-05/10/2020	B100	         3,373.30	       158.000
	10002419	Siemens Industry, Inc.	500-698217	METAL MFS-KEY-WEATHPF	MTC	05/05/2020-05/08/2020	B100	         1,159.95	        18.000
	10002419	Siemens Industry, Inc.	500-698218	MSM-KD-WP MET MFS-KEY-DBACT WP	MTC	05/01/2020-05/06/2020	B100	         1,206.15	        17.000
	10002419	Siemens Industry, Inc.	500-698220	MSM-INST METAL MFS-INSTITUTION	MTC	05/06/2020-05/06/2020	B100	           198.72	         9.000
	10002419	Siemens Industry, Inc.	500-698221	SURFACE BACK BOX	MTC	05/05/2020-05/06/2020	B100	         1,241.76	       156.000
	10002419	Siemens Industry, Inc.	500-698310	FJ-304SS REM PHONE JACK	MTG	05/05/2020-05/05/2020	B100	            72.65	         1.000
	10002419	Siemens Industry, Inc.	500-699080	PAD-3-MB AUXILIARY PWR SUP PCB	NME	05/01/2020-05/07/2020	B100	         2,588.16	        12.000
	10002419	Siemens Industry, Inc.	500-699290	DCT-1E DACT 5-CHANNEL W ENCL	MTB	05/07/2020-05/07/2020	B100	           310.46	         2.000
	10002419	Siemens Industry, Inc.	500-699355	MODEM BLOCK PACKAGED	MTG	05/08/2020-05/08/2020	B100	           645.94	         2.000
	10002419	Siemens Industry, Inc.	500-699427	PFT(PORTABLE TELEPHONE)	MTG	05/04/2020-05/08/2020	B100	           501.24	        12.000
	10002419	Siemens Industry, Inc.	500-699810	P S UNIT SINGLE ZONE (120VAC)	MTN	05/01/2020-05/06/2020	B100	         1,600.95	         5.000
	10002419	Siemens Industry, Inc.	500-699856	VSP-005 FILTER CARTRIDGE	MTN	05/01/2020-05/11/2020	B100	         1,069.38	        18.000
	10002419	Siemens Industry, Inc.	500-699874	3 4 ORG VESDA CPVC PIPE (QTY-14 OF 15FT	MTN	05/01/2020-05/01/2020	B100	           422.36	         2.000
	10002419	Siemens Industry, Inc.	500-699876	90 DEGREE ELBOW, 3/4"ORG VESDA CPVC PIPE	MTN	05/01/2020-05/01/2020	B100	            22.59	         1.000
	10002419	Siemens Industry, Inc.	500-699878	COUPLING 3 4  ORG VESDA CPVC PIPE (QTY-1	MTN	05/01/2020-05/01/2020	B100	            16.37	         1.000
	10002419	Siemens Industry, Inc.	500-699880	END CAP 3 4  ORG VESDA CPVC PIPE (QTY-25	MTN	05/01/2020-05/01/2020	B100	            17.68	         1.000
	10002419	Siemens Industry, Inc.	500-699881	3 4  ORG VESDA CPVC PIPE TEE (QTY-15)	MTN	05/01/2020-05/01/2020	B100	            22.59	         1.000
	10002419	Siemens Industry, Inc.	500-699884	SOLVENT CEMENT	MTN	05/01/2020-05/06/2020	B100	            41.58	         2.000
	10002419	Siemens Industry, Inc.	500-795084	PBL-1191 DETECTOR ADJ KIT	MTG	05/05/2020-05/05/2020	B100	           942.29	         1.000
	10002419	Siemens Industry, Inc.	500-822500BG	ABORT STATION	MTA	05/01/2020-05/11/2020	B100	         1,008.56	        14.000
	10002419	Siemens Industry, Inc.	500-850254	PAD-4-CLSA  PAD-4 CLASS A MODULE	NME	05/06/2020-05/08/2020	B100	           207.55	         7.000
	10002419	Siemens Industry, Inc.	500-888583	ZU-35 SMT PKG	NME	05/05/2020-05/05/2020	B100	           983.78	         2.000
	10002419	Siemens Industry, Inc.	500-893080	MXL series Single Action Pull Station/IN	MTG	05/05/2020-05/06/2020	B100	         1,078.05	         5.000
	10002419	Siemens Industry, Inc.	500-893081	 MSI-20B PKG	MTG	05/05/2020-05/05/2020	B100	           244.35	         1.000
	10002419	Siemens Industry, Inc.	500-894546	INTERFACE MOD. PKG	NRA	05/05/2020-05/05/2020	B100	           341.80	         2.000
	10002419	Siemens Industry, Inc.	500-894993	TRI-B6MC INTERFACE MODULE PKG	MTG	05/07/2020-05/07/2020	B100	         3,085.60	        28.000
	10002419	Siemens Industry, Inc.	500-896224	TRI-R INTEL INTERFACE W RELAY	NRA	05/01/2020-05/05/2020	B100	           745.02	         3.000
	10002419	Siemens Industry, Inc.	500-896226	ADDRESSABLE DUAL INPUT MODULE (MXL)	NRA	05/05/2020-05/05/2020	B100	           745.02	         3.000
	10002419	Siemens Industry, Inc.	500-898254	TRI-DC INTEL INTERFACE (DUAL)	MTG	05/02/2020-05/07/2020	B100	           645.24	         4.000
	10002419	Siemens Industry, Inc.	500-898255	TRI-RC INTEL INTERFACE W RELAY	MTG	05/07/2020-05/07/2020	B100	           483.93	         3.000
	10002419	Siemens Industry, Inc.	533-376-18	DCT PNT TMP, 4-20 mA, 20-120F, 18" RIGID	NSD	05/05/2020-05/08/2020	B100	           347.80	        10.000
	10002419	Siemens Industry, Inc.	533-376-4	DUCT POINT TEMP, 4-20 mA, 20-120F, 4"	NSD	05/01/2020-05/04/2020	B100	           347.80	        10.000
	10002419	Siemens Industry, Inc.	533-376-8	DUCT POINT TEMP, 4-20 mA, 20-120F, 8"	NSD	05/01/2020-05/08/2020	B100	         1,252.08	        36.000
	10002419	Siemens Industry, Inc.	533-377-8	DUCT POINT TEMP, 4-20 mA, 30-250F, 8"	NSD	05/11/2020-05/11/2020	B100	           313.02	         9.000
	10002419	Siemens Industry, Inc.	533-380-16	DCT AVG. TMP, 4-20mA, 20-120F, 16', FLEX	OND	05/01/2020-05/01/2020	B100	           232.60	         4.000
	10002419	Siemens Industry, Inc.	533-380-24	DCT AVG. TMP, 4-20mA, 20-120F, 24', FLEX	OND	05/01/2020-05/08/2020	B100	         2,232.58	        37.000
	10002419	Siemens Industry, Inc.	533-380-8	DUCT AVG. TMP, 4-20mA, 20-120F, 8', FLEX	OND	05/01/2020-05/08/2020	B100	           279.80	         5.000
	10002419	Siemens Industry, Inc.	535-490-48	DCT AVG. TMP 4-20mA 20-120F 48" RIGID	OND	05/04/2020-05/08/2020	B100	           204.00	         4.000
	10002419	Siemens Industry, Inc.	535-741-18	DUCT POINT TEMP, 100K OHM, 18" RIGID	NSD	05/04/2020-05/07/2020	B100	            62.32	         4.000
	10002419	Siemens Industry, Inc.	535-741-4	DUCT POINT TEMP 100K OHM, 4"	NSD	05/05/2020-05/08/2020	B100	           345.02	        26.000
	10002419	Siemens Industry, Inc.	535-741-8	DUCT POINT TEMP SENSOR, 100K OHM, 8"	NSD	05/07/2020-05/07/2020	B100	            15.46	         1.000
	10002419	Siemens Industry, Inc.	536-376	6" AIR VELOCITY PITOT TUBE	NSR	05/01/2020-05/01/2020	B100	            55.02	         2.000
	10002419	Siemens Industry, Inc.	536-378	8" AIR VELOCITY PITOT TUBE	NSR	05/08/2020-05/08/2020	B100	            27.51	         1.000
	10002419	Siemens Industry, Inc.	536-380	10" AIR VELOCITY PITOT TUBE	NSR	05/08/2020-05/08/2020	B100	            31.43	         1.000
	10002419	Siemens Industry, Inc.	536-753B	Temp, Blank Front, 4-20mA, 20-120	NSD	05/01/2020-05/01/2020	B100	           154.96	         1.000
	10002419	Siemens Industry, Inc.	536-767-25	IMMERSION TMP SNSR, 4-20mA, 30-250F 2.5"	NSD	05/01/2020-05/11/2020	B100	         2,630.88	        54.000
	10002419	Siemens Industry, Inc.	536-767-40	IMMERSION TMP SNSR, 4-20mA, 30-250F, 4"	NSD	05/06/2020-05/08/2020	B100	         2,422.56	        49.000
	10002419	Siemens Industry, Inc.	536-768	OUTDR TEMP SNSR, 4-20mA, -58-122F, METAL	NSD	05/04/2020-05/05/2020	B100	           112.32	         2.000
	10002419	Siemens Industry, Inc.	536-774-40	IMMERSION TMP SNSR, 4-20mA, 20-70F, 4"	NSD	05/04/2020-05/04/2020	B100	           197.48	         4.000
	10002419	Siemens Industry, Inc.	536-777-25	IMMERSION TMP SNSR 100K OHM THRMSTR 2.5"	NSD	05/07/2020-05/07/2020	B100	           512.55	        15.000
	10002419	Siemens Industry, Inc.	536-777-RK	IMM SNSR REPAIR KIT, 100K OHM THRMSTR	NSD	05/07/2020-05/07/2020	B100	            64.10	         2.000
	10002419	Siemens Industry, Inc.	536-780	SURFACE TMP SNSR, 4-20mA, 30-250F, METAL	OND	05/04/2020-05/04/2020	B100	            45.28	         1.000
	10002419	Siemens Industry, Inc.	536-811	DCT PT TMP, 100K OHM, 4", BRACKET MNT	NSD	05/01/2020-05/09/2020	B100	         1,805.18	       262.000
	10002419	Siemens Industry, Inc.	537-720A	ODP DISPLAY PNL ASY	NOJ	05/01/2020-05/01/2020	B100	           250.22	         2.000
	10002419	Siemens Industry, Inc.	538-871	DUCT POINT TMP, TEC/RJ-11, 4", 2X4 BOX	NSD	05/06/2020-05/08/2020	B100	           633.42	        34.000
	10002419	Siemens Industry, Inc.	540-100N	TERM BOX CTLR ELEC OUT	MRF	05/01/2020-05/08/2020	B100	        18,656.73	        81.000
	10002419	Siemens Industry, Inc.	540-103N	CONSTANT VOL CTLR ELEC OUT	MRF	05/05/2020-05/05/2020	B100	           230.33	         1.000
	10002419	Siemens Industry, Inc.	540-105N	HEAT PUMP CTLR,SINGLE STAGE	MRF	05/04/2020-05/07/2020	B100	         1,667.28	         8.000
	10002419	Siemens Industry, Inc.	540-110N	UNIT COND CTLR ELEC OUT	MRF	05/05/2020-05/09/2020	B100	         2,408.88	        12.000
	10002419	Siemens Industry, Inc.	540-128	DCT PT SNSR, TEC/RJ-11, 4", BRACKET MNT	NSD	05/04/2020-05/08/2020	B100	           665.15	        53.000
	10002419	Siemens Industry, Inc.	540-141	TERM EQPT CTLR SNSR CONN KIT	MMM	05/07/2020-05/07/2020	B100	            79.16	         2.000
	10002419	Siemens Industry, Inc.	540-143	CABLE 9-PIN FEMALE TO RJ-11	MMM	05/04/2020-05/11/2020	B100	           310.80	        14.000
	10002419	Siemens Industry, Inc.	540-155	TEC ENCL CTLR ONLY	IEF	05/04/2020-05/10/2020	B100	         5,488.00	       245.000
